gene_name	gene_biotype
AL139151.1	miRNA
RP11-810H18.1	unprocessed_pseudogene
AC092265.1	miRNA
RP4-656G21.1	lincRNA
AL645944.1	miRNA
RP11-179G8.1	processed_pseudogene
RP11-111I12.1	lincRNA
RP5-893G23.1	lincRNA
RP3-357I16.1	processed_pseudogene
RP4-591L5.1	lincRNA
RP4-591L5.2	lincRNA
MATN1	protein_coding
MATN1-AS1	antisense
LAPTM5	protein_coding
MIR4420	miRNA
Metazoa_SRP	misc_RNA
RP5-1125N11.1	lincRNA
RP5-1125N11.2	lincRNA
RN7SKP91	misc_RNA
RP1-65J11.5	antisense
SDC3	protein_coding
RN7SL371P	misc_RNA
PUM1	protein_coding
RP11-201O14.1	processed_pseudogene
RP11-201O14.2	processed_pseudogene
SEPW1P	processed_pseudogene
RP11-490K7.1	processed_pseudogene
NKAIN1	protein_coding
SNRNP40	protein_coding
RP11-490K7.4	processed_pseudogene
ZCCHC17	protein_coding
RP11-266K22.2	antisense
FABP3	protein_coding
SERINC2	protein_coding
RP11-439L8.2	processed_pseudogene
RNU6-40P	snRNA
LINC01225	unitary_pseudogene
Y_RNA	misc_RNA
LINC01226	lincRNA
RP11-439L8.5	sense_intronic
RP11-73M7.1	antisense
TINAGL1	protein_coding
HCRTR1	protein_coding
PEF1	protein_coding
RP11-73M7.6	antisense
RP11-73M7.9	antisense
COL16A1	protein_coding
ADGRB2	protein_coding
MIR4254	miRNA
RP11-84A19.3	antisense
SPOCD1	protein_coding
RP11-84A19.2	lincRNA
RP11-84A19.4	lincRNA
PTP4A2	protein_coding
AL136115.1	miRNA
RP4-534N18.2	lincRNA
KHDRBS1	protein_coding
RP11-277A4.4	antisense
TMEM39B	protein_coding
MIR5585	miRNA
Metazoa_SRP	misc_RNA
KPNA6	protein_coding
RP4-622L5.2	sense_intronic
TXLNA	protein_coding
CCDC28B	protein_coding
RP4-622L5.7	antisense
IQCC	protein_coding
DCDC2B	protein_coding
TMEM234	protein_coding
EIF3I	protein_coding
MTMR9LP	transcribed_unprocessed_pseudogene
FAM167B	protein_coding
LCK	protein_coding
Metazoa_SRP	misc_RNA
Y_RNA	misc_RNA
HDAC1	protein_coding
MARCKSL1	protein_coding
RP4-811H24.9	lincRNA
TSSK3	protein_coding
FAM229A	protein_coding
BSDC1	protein_coding
GAPDHP20	processed_pseudogene
RP11-395N6.4	processed_pseudogene
LRRC37A12P	unprocessed_pseudogene
RN7SL122P	misc_RNA
RP1-27O5.3	protein_coding
ZBTB8B	protein_coding
ZBTB8A	protein_coding
ZBTB8OS	protein_coding
Y_RNA	misc_RNA
RBBP4	protein_coding
SYNC	protein_coding
RP11-114B7.6	antisense
KIAA1522	protein_coding
YARS	protein_coding
S100PBP	protein_coding
FNDC5	protein_coding
HPCA	protein_coding
TMEM54	protein_coding
RNF19B	protein_coding
RP5-1174N9.2	TEC
RP4-803A2.1	processed_pseudogene
RP4-803A2.2	unprocessed_pseudogene
RP1-117O3.2	antisense
AK2	protein_coding
Metazoa_SRP	misc_RNA
AZIN2	protein_coding
RP11-131M11.2	TEC
TRIM62	protein_coding
RP11-131M11.3	TEC
ZNF362	protein_coding
RP11-415J8.7	lincRNA
A3GALT2	protein_coding
RP11-415J8.3	antisense
PHC2	protein_coding
AL513327.1	miRNA
RN7SKP16	misc_RNA
RP11-415J8.5	antisense
AL138837.1	miRNA
TLR12P	unitary_pseudogene
ZSCAN20	protein_coding
RP4-580O19.2	processed_pseudogene
CSMD2	protein_coding
AL161643.1	miRNA
HSPD1P14	processed_pseudogene
HMGB4	protein_coding
CSMD2-AS1	antisense
RNA5SP42	rRNA
C1orf94	protein_coding
AC115286.1	miRNA
RP4-657M3.2	processed_pseudogene
MIR552	miRNA
SMIM12	protein_coding
GJB5	protein_coding
GJB4	protein_coding
RP1-34M23.5	antisense
AL121988.1	miRNA
GJB3	protein_coding
GJA4	protein_coding
RP5-997D16.2	antisense
DLGAP3	protein_coding
RP11-244H3.1	processed_transcript
RP11-244H3.4	protein_coding
ZMYM6NB	protein_coding
ZMYM6	protein_coding
RPL12P45	processed_pseudogene
ZMYM1	protein_coding
EFCAB14P1	processed_pseudogene
SFPQ	protein_coding
Y_RNA	misc_RNA
ZMYM4	protein_coding
RN7SL503P	misc_RNA
SNORA62	snoRNA
RPL5P4	processed_pseudogene
ZMYM4-AS1	antisense
Metazoa_SRP	misc_RNA
KIAA0319L	protein_coding
RP4-728D4.3	processed_pseudogene
NCDN	protein_coding
RP4-728D4.2	antisense
TFAP2E	protein_coding
PSMB2	protein_coding
C1orf216	protein_coding
CLSPN	protein_coding
RP11-435D7.3	antisense
AGO4	protein_coding
AGO1	protein_coding
RP4-789D17.4	processed_pseudogene
RP4-789D17.5	lincRNA
AGO3	protein_coding
RP4-665N4.8	antisense
RP4-665N4.4	transcribed_processed_pseudogene
TEKT2	protein_coding
ADPRHL2	protein_coding
COL8A2	protein_coding
TRAPPC3	protein_coding
MAP7D1	protein_coding
RN7SL131P	misc_RNA
THRAP3	protein_coding
UBE2V2P4	processed_pseudogene
AL360074.1	miRNA
SH3D21	protein_coding
EVA1B	protein_coding
RP11-268J15.5	antisense
STK40	protein_coding
LSM10	protein_coding
RNU4-27P	snRNA
OSCP1	protein_coding
SNORA63	snoRNA
MRPS15	protein_coding
CSF3R	protein_coding
FTLP18	processed_pseudogene
AL080286.1	miRNA
RP4-614N24.1	antisense
GRIK3	protein_coding
AC117945.1	miRNA
MIR4255	miRNA
RNU6-636P	snRNA
RP5-1180C18.1	lincRNA
RNA5SP43	rRNA
RPS29P6	processed_pseudogene
LINC01137	antisense
ZC3H12A	protein_coding
MIR6732	miRNA
MEAF6	protein_coding
MIR5581	miRNA
SNIP1	protein_coding
FTH1P1	processed_pseudogene
RP3-423B22.5	processed_pseudogene
DNALI1	protein_coding
GNL2	protein_coding
RSPO1	protein_coding
C1orf109	protein_coding
CDCA8	protein_coding
EPHA10	protein_coding
Y_RNA	misc_RNA
ACTN4P2	processed_pseudogene
RP11-109P14.2	processed_pseudogene
MANEAL	protein_coding
RP11-109P14.9	antisense
YRDC	protein_coding
C1orf122	protein_coding
MTF1	protein_coding
RP11-109P14.8	processed_pseudogene
INPP5B	protein_coding
RP11-109P14.10	antisense
SNORA63	snoRNA
RNU6-584P	snRNA
Metazoa_SRP	misc_RNA
SF3A3	protein_coding
RNU6-510P	snRNA
FHL3	protein_coding
UTP11L	protein_coding
POU3F1	protein_coding
RP5-884C9.2	lincRNA
RP5-884C9.3	processed_pseudogene
MIR3659	miRNA
LINC01343	lincRNA
RP11-329N22.2	processed_pseudogene
RNU6-753P	snRNA
RP11-329N22.1	lincRNA
RP11-334L9.1	processed_pseudogene
RRAGC	protein_coding
RP5-864K19.7	processed_transcript
RP5-864K19.4	antisense
MYCBP	protein_coding
RP5-864K19.6	protein_coding
GJA9	protein_coding
RHBDL2	protein_coding
RNU6-605P	snRNA
Y_RNA	misc_RNA
EIF1P2	processed_pseudogene
AKIRIN1	protein_coding
NDUFS5	protein_coding
MACF1	protein_coding
RNU6-608P	snRNA
RNA5SP44	rRNA
RP11-416A14.1	sense_intronic
RP11-420K8.1	antisense
HSPE1P8	processed_pseudogene
BMP8A	protein_coding
OXCT2P1	unprocessed_pseudogene
RP11-69E11.4	antisense
PPIEL	unprocessed_pseudogene
PABPC4	protein_coding
RP11-69E11.8	antisense
SNORA55	snoRNA
HEYL	protein_coding
RP1-144F13.3	antisense
NT5C1A	protein_coding
HPCAL4	protein_coding
PPIE	protein_coding
RP1-144F13.4	processed_pseudogene
RNU7-121P	snRNA
BMP8B	protein_coding
OXCT2	protein_coding
RP1-118J21.25	antisense
RP1-118J21.24	unprocessed_pseudogene
TRIT1	protein_coding
Y_RNA	misc_RNA
MYCL	protein_coding
RP1-118J21.5	antisense
Y_RNA	misc_RNA
MFSD2A	protein_coding
RP3-342P20.2	processed_pseudogene
CAP1	protein_coding
PPT1	protein_coding
RP11-115D7.3	processed_pseudogene
RLF	protein_coding
RNU6-1237P	snRNA
TMCO2	protein_coding
RP1-39G22.7	antisense
ZMPSTE24	protein_coding
RP1-39G22.4	processed_pseudogene
COL9A2	protein_coding
RP1-228H13.1	processed_pseudogene
SMAP2	protein_coding
RP1-228H13.2	processed_pseudogene
ZFP69B	protein_coding
RP1-228H13.5	sense_overlapping
RP11-656D10.7	TEC
ZFP69	protein_coding
RP11-656D10.3	antisense
EXO5	protein_coding
RP11-656D10.5	antisense
RP11-656D10.6	antisense
ZNF684	protein_coding
RP1-63P18.2	unprocessed_pseudogene
GTF2F2P2	processed_pseudogene
RIMS3	protein_coding
RP4-739H11.3	lincRNA
NFYC-AS1	antisense
NFYC	protein_coding
MIR30E	miRNA
MIR30C1	miRNA
KCNQ4	protein_coding
RN7SL326P	misc_RNA
CITED4	protein_coding
RP5-1066H13.4	antisense
RP11-348A7.1	unprocessed_pseudogene
AL391730.1	miRNA
UBE2V1P8	processed_pseudogene
CTPS1	protein_coding
AL391730.2	miRNA
SLFNL1-AS1	antisense
SLFNL1	protein_coding
SCMH1	protein_coding
RPL23AP17	processed_pseudogene
RP11-399E6.1	lincRNA
RP11-399E6.2	processed_pseudogene
AC093151.2	miRNA
FOXO6	protein_coding
RP11-399E6.4	antisense
RNA5SP45	rRNA
EDN2	protein_coding
HIVEP3	protein_coding
RP11-486B10.3	antisense
RP11-486B10.4	processed_pseudogene
AL451006.1	miRNA
HNRNPFP1	processed_pseudogene
RP11-319C21.1	processed_pseudogene
GUCA2B	protein_coding
GUCA2A	protein_coding
FOXJ3	protein_coding
RP11-223A3.1	sense_overlapping
RIMKLA	protein_coding
RP11-157D18.2	processed_pseudogene
ZMYND12	protein_coding
PPCS	protein_coding
CCDC30	protein_coding
RP11-163G10.2	processed_pseudogene
TMSB4XP1	processed_pseudogene
RNU6-536P	snRNA
RP11-163G10.4	processed_pseudogene
PPIH	protein_coding
RP5-994D16.3	lincRNA
YBX1	protein_coding
CLDN19	protein_coding
P3H1	protein_coding
C1orf50	protein_coding
RP5-994D16.9	antisense
RP5-994D16.11	lincRNA
SVBP	protein_coding
ERMAP	protein_coding
RP11-342M1.3	antisense
ZNF691	protein_coding
RP11-342M1.7	processed_pseudogene
RP11-342M1.6	processed_pseudogene
ATP6V1E1P1	processed_pseudogene
SLC2A1	protein_coding
SLC2A1-AS1	lincRNA
RNU6-880P	snRNA
RP3-393B19.1	processed_pseudogene
FAM183A	protein_coding
EBNA1BP2	protein_coding
CFAP57	protein_coding
RNA5SP46	rRNA
TMEM125	protein_coding
C1orf210	protein_coding
TIE1	protein_coding
MPL	protein_coding
RP1-92O14.3	antisense
CDC20	protein_coding
ELOVL1	protein_coding
MIR6734	miRNA
MED8	protein_coding
RP1-92O14.6	antisense
SZT2	protein_coding
SZT2-AS1	antisense
MIR6735	miRNA
HYI	protein_coding
HYI-AS1	antisense
PTPRF	protein_coding
KDM4A	protein_coding
KDM4A-AS1	antisense
ST3GAL3	protein_coding
RP11-184I16.4	antisense
RP11-184I16.3	processed_pseudogene
SHMT1P1	processed_pseudogene
ARTN	protein_coding
RP11-7O11.3	antisense
IPO13	protein_coding
DPH2	protein_coding
ATP6V0B	protein_coding
B4GALT2	protein_coding
CCDC24	protein_coding
SLC6A9	protein_coding
RP5-1198O20.4	lincRNA
RP5-1198O20.5	processed_pseudogene
KRT8P47	processed_pseudogene
AL139220.1	miRNA
RN7SL479P	misc_RNA
KLF17	protein_coding
RP11-570P14.1	processed_pseudogene
KLF18	protein_coding
RP4-675G8.3	processed_pseudogene
Y_RNA	misc_RNA
OOSP1P1	processed_pseudogene
RP5-891H21.1	processed_pseudogene
RP5-891H21.5	processed_pseudogene
DMAP1	protein_coding
ERI3	protein_coding
ERI3-IT1	sense_intronic
AL390776.1	miRNA
RNU6-369P	snRNA
RNF220	protein_coding
MIR5584	miRNA
TMEM53	protein_coding
C1orf228	protein_coding
RNU5F-1	snRNA
RNU5D-1	snRNA
KIF2C	protein_coding
RP11-269F19.2	antisense
RPS8	protein_coding
SNORD55	snoRNA
SNORD46	snoRNA
SNORD38A	snoRNA
SNORD38B	snoRNA
RPS15AP11	processed_pseudogene
BEST4	protein_coding
PLK3	protein_coding
TCTEX1D4	protein_coding
BTBD19	protein_coding
PTCH2	protein_coding
RNU5E-6P	snRNA
RP5-882O7.1	processed_pseudogene
EIF2B3	protein_coding
AL136380.1	miRNA
RNA5SP47	rRNA
CCNB1IP1P1	processed_pseudogene
RP5-882O7.4	processed_pseudogene
MRPS17P1	processed_pseudogene
HECTD3	protein_coding
UROD	protein_coding
ZSWIM5	protein_coding
OSTCP5	processed_pseudogene
AL592294.1	miRNA
LINC01144	lincRNA
HPDL	protein_coding
MUTYH	protein_coding
TOE1	protein_coding
TESK2	protein_coding
RP11-291L19.1	processed_pseudogene
CCDC163P	protein_coding
MMACHC	protein_coding
PRDX1	protein_coding
HMGB1P48	unprocessed_pseudogene
AKR1A1	protein_coding
AL355480.3	pseudogene
AL355480.1	pseudogene
NASP	protein_coding
AL355480.2	pseudogene
AL355480.4	pseudogene
CCDC17	protein_coding
GPBP1L1	protein_coding
RPS15AP10	processed_pseudogene
RP11-767N6.2	processed_pseudogene
TMEM69	protein_coding
IPP	protein_coding
RP11-767N6.7	sense_intronic
RP11-630I5.1	processed_pseudogene
MAST2	protein_coding
TMA16P2	processed_pseudogene
PIK3R3	protein_coding
RP4-533D7.4	antisense
RP4-533D7.3	processed_pseudogene
RP4-533D7.5	antisense
TSPAN1	protein_coding
RP11-322N21.2	protein_coding
AL672043.1	miRNA
POMGNT1	protein_coding
LURAP1	protein_coding
RAD54L	protein_coding
LRRC41	protein_coding
UQCRH	protein_coding
NSUN4	protein_coding
RP4-603I14.3	processed_pseudogene
FAAH	protein_coding
FAAHP1	transcribed_unprocessed_pseudogene
AL137797.1	miRNA
LINC01398	processed_transcript
DMBX1	protein_coding
RP11-49P4.7	protein_coding
MKNK1-AS1	antisense
KNCN	protein_coding
MKNK1	protein_coding
MOB3C	protein_coding
ATPAF1	protein_coding
NENFP1	processed_pseudogene
TEX38	protein_coding
EFCAB14-AS1	antisense
EFCAB14	protein_coding
RP11-8J9.5	processed_pseudogene
CYP4B1	protein_coding
CYP4Z2P	transcribed_unprocessed_pseudogene
RP11-346M5.1	processed_pseudogene
CYP4A11	protein_coding
CYP4A26P	unprocessed_pseudogene
CYP4A43P	unprocessed_pseudogene
CYP4A27P	unprocessed_pseudogene
CYP4A44P	unprocessed_pseudogene
CYP4X1	protein_coding
CYP4Z1	protein_coding
RP11-184J23.2	processed_pseudogene
CYP4A22-AS1	lincRNA
CYP4A22	protein_coding
MTND1P34	transcribed_processed_pseudogene
LINC00853	antisense
PDZK1IP1	protein_coding
TAL1	protein_coding
RP1-18D14.7	antisense
STIL	protein_coding
CMPK1	protein_coding
LINC01389	antisense
FOXE3	protein_coding
FOXD2-AS1	antisense
FOXD2	protein_coding
RP4-666O22.3	processed_pseudogene
RPL21P24	processed_pseudogene
AL356458.1	miRNA
ATP6V0E1P4	processed_pseudogene
AL591415.1	miRNA
RP11-543D5.1	lincRNA
TRABD2B	protein_coding
RP11-543D5.2	lincRNA
RP11-330M19.1	lincRNA
RP4-683M8.2	lincRNA
RP11-193P11.3	lincRNA
CYP46A4P	processed_pseudogene
SKINTL	unitary_pseudogene
AL356289.1	protein_coding
RP5-1024N4.2	lincRNA
SLC5A9	protein_coding
RP5-1024N4.4	antisense
RP5-1024N4.5	TEC
SPATA6	protein_coding
PPP1R8P1	processed_pseudogene
RNU6-723P	snRNA
RP11-329A14.1	processed_pseudogene
RNU4-61P	snRNA
RP11-329A14.2	processed_pseudogene
AGBL4	protein_coding
BEND5	protein_coding
RP11-141A19.1	antisense
RP11-141A19.2	antisense
AGBL4-IT1	sense_intronic
RP5-926E3.1	processed_pseudogene
ZNF859P	unprocessed_pseudogene
AL645730.1	miRNA
RP11-93G23.2	TEC
MTND2P29	processed_pseudogene
ELAVL4	protein_coding
RP11-492I2.1	processed_pseudogene
RP11-567C20.2	antisense
RP11-567C20.3	antisense
RP11-183G22.1	processed_pseudogene
HMGB1P45	processed_pseudogene
FCF1P6	processed_pseudogene
DMRTA2	protein_coding
FAF1	protein_coding
RP5-850O15.3	antisense
Y_RNA	misc_RNA
RNU6-1026P	snRNA
PHBP12	processed_pseudogene
MRPS6P2	processed_pseudogene
CDKN2C	protein_coding
MIR4421	miRNA
MIR6500	miRNA
C1orf185	protein_coding
Y_RNA	misc_RNA
CFL1P2	processed_pseudogene
AL162430.1	miRNA
LINC01562	lincRNA
RNF11	protein_coding
RP11-296A18.5	processed_pseudogene
RP11-296A18.6	antisense
TTC39A	protein_coding
TTC39A-AS1	antisense
EPS15	protein_coding
RP11-275F13.3	processed_pseudogene
RNU6-877P	snRNA
RP11-253A20.1	antisense
RP11-191G24.1	antisense
RNU6-1281P	snRNA
CALR4P	unitary_pseudogene
OSBPL9	protein_coding
GAPDHP51	processed_pseudogene
SLC25A6P3	processed_pseudogene
SNORA26	snoRNA
NRDC	protein_coding
RP4-657D16.3	antisense
RP4-657D16.6	antisense
MIR761	miRNA
TSEN15P2	processed_pseudogene
AL589663.1	miRNA
RAB3B	protein_coding
RNA5SP48	rRNA
RP11-91A18.1	processed_pseudogene
RN7SL290P	misc_RNA
TXNDC12	protein_coding
KTI12	protein_coding
RP11-91A18.4	antisense
TXNDC12-AS1	antisense
BTF3L4	protein_coding
ZFYVE9	protein_coding
RN7SL788P	misc_RNA
AL139156.1	miRNA
RP4-800M22.1	processed_pseudogene
RP4-800M22.2	processed_pseudogene
PDCL3P6	processed_pseudogene
RP4-800M22.4	processed_pseudogene
DNAJC19P7	processed_pseudogene
ANAPC10P1	processed_pseudogene
CC2D1B	protein_coding
RP11-155O18.6	antisense
PLA2G12AP1	processed_pseudogene
ORC1	protein_coding
PRPF38A	protein_coding
ZCCHC11	protein_coding
RP11-25O10.2	lincRNA
EEF1GP7	processed_pseudogene
GPX7	protein_coding
FAM159A	protein_coding
COA7	protein_coding
NDUFS5P3	processed_pseudogene
RN7SL62P	misc_RNA
ZYG11B	protein_coding
RNU2-30P	snRNA
RPS13P2	processed_pseudogene
RNU6-969P	snRNA
ZYG11A	protein_coding
RP4-631H13.2	antisense
ECHDC2	protein_coding
RP4-631H13.6	processed_pseudogene
RP4-631H13.4	processed_pseudogene
SCP2	protein_coding
MIR1273F	miRNA
MIR5095	miRNA
MIR1273G	miRNA
RP4-631H13.5	processed_pseudogene
RP11-334A14.2	processed_pseudogene
TUBBP10	processed_pseudogene
AL445183.1	protein_coding
PODN	protein_coding
RP11-334A14.5	antisense
HIGD1AP11	processed_pseudogene
SLC1A7	protein_coding
RP11-334A14.8	antisense
RP5-1024G6.9	unprocessed_pseudogene
CPT2	protein_coding
RP5-1024G6.2	antisense
C1orf123	protein_coding
RP5-1024G6.7	antisense
MAGOH	protein_coding
RP5-1024G6.5	antisense
LRP8	protein_coding
RP4-784A16.1	antisense
RP4-784A16.2	antisense
RP4-784A16.3	sense_intronic
RP4-784A16.4	antisense
RP4-784A16.5	lincRNA
RP11-117D22.1	lincRNA
RP11-117D22.2	lincRNA
SLC25A3P1	transcribed_processed_pseudogene
DMRTB1	protein_coding
GLIS1	protein_coding
RNU7-95P	snRNA
NDC1	protein_coding
SNORA58	snoRNA
RP4-654H19.2	processed_pseudogene
YIPF1	protein_coding
DIO1	protein_coding
HSPB11	protein_coding
LRRC42	protein_coding
HNRNPA3P12	processed_pseudogene
LDLRAD1	protein_coding
TMEM59	protein_coding
RP4-758J24.6	TEC
TCEANC2	protein_coding
MIR4781	miRNA
RP4-758J24.4	processed_pseudogene
AL353898.1	pseudogene
CDCP2	protein_coding
RP11-446E24.3	TEC
RP11-446E24.4	protein_coding
CYB5RL	protein_coding
MRPL37	protein_coding
SSBP3	protein_coding
SSBP3-AS1	antisense
RP5-997D24.3	antisense
RP4-705F19.1	lincRNA
AC099796.2	miRNA
AC099796.1	miRNA
RP5-866L20.1	lincRNA
RP5-866L20.2	processed_pseudogene
HNRNPA1P63	processed_pseudogene
ACOT11	protein_coding
FAM151A	protein_coding
RP11-240D10.4	sense_overlapping
MROH7	protein_coding
MROH7-TTC4	protein_coding
TTC4	protein_coding
PARS2	protein_coding
TTC22	protein_coding
RP11-67L3.2	antisense
LEXM	protein_coding
DHCR24	protein_coding
RP11-67L3.5	antisense
RP11-67L3.4	antisense
TMEM61	protein_coding
RP11-12C17.2	antisense
BSND	protein_coding
PCSK9	protein_coding
USP24	protein_coding
RP11-101C11.1	lincRNA
GYG1P3	processed_pseudogene
MIR4422	miRNA
GOT2P1	processed_pseudogene
RP4-633H17.2	processed_pseudogene
RN7SKP291	misc_RNA
RNU6-830P	snRNA
Y_RNA	misc_RNA
RP11-90C4.1	lincRNA
RP11-90C4.2	lincRNA
PIGQP1	transcribed_unprocessed_pseudogene
RP11-90C4.3	lincRNA
RP1-158P9.1	lincRNA
RPSAP20	processed_pseudogene
RP11-504A18.1	lincRNA
AC119674.1	miRNA
RP4-710M16.2	lincRNA
PLPP3	protein_coding
RPL21P23	processed_pseudogene
RPL23AP85	processed_pseudogene
RP11-377K22.2	processed_pseudogene
PRKAA2	protein_coding
C1orf168	protein_coding
RP11-378I13.1	antisense
C8A	protein_coding
C8B	protein_coding
RP5-1103B4.3	antisense
AL161740.1	miRNA
DAB1	protein_coding
RP6-102O10.1	lincRNA
RPS20P5	processed_pseudogene
AL137855.1	miRNA
DAB1-AS1	antisense
HNRNPA1P6	transcribed_unprocessed_pseudogene
RPS26P15	processed_pseudogene
RP11-393I23.4	lincRNA
RP11-393I23.3	unprocessed_pseudogene
RP11-414C16.1	processed_pseudogene
OMA1	protein_coding
RP4-592A1.4	processed_pseudogene
RN7SL713P	misc_RNA
TACSTD2	protein_coding
RP4-592A1.2	processed_pseudogene
MYSM1	protein_coding
AL136985.1	miRNA
JUN	protein_coding
LINC01135	lincRNA
RP11-63G10.3	lincRNA
RP11-63G10.2	lincRNA
RP4-794H19.1	lincRNA
LINC01358	lincRNA
PHBP3	processed_pseudogene
RP11-145M4.1	lincRNA
RP11-145M4.2	lincRNA
HSD52	processed_transcript
RP11-467C18.1	lincRNA
FGGY	protein_coding
MIR4711	miRNA
RP4-782L23.2	antisense
HOOK1	protein_coding
CYP2J2	protein_coding
RN7SL475P	misc_RNA
C1orf87	protein_coding
PGBD4P8	processed_pseudogene
RP11-575B7.3	lincRNA
RP11-776H12.1	lincRNA
RP11-436K8.1	lincRNA
NFIA	protein_coding
AL355795.1	miRNA
NFIA-AS2	antisense
RP4-802A10.1	sense_intronic
NFIA-AS1	processed_transcript
AC099791.1	miRNA
RP11-430G17.1	processed_pseudogene
TM2D1	protein_coding
RP11-430G17.3	lincRNA
INADL	protein_coding
RNU6-414P	snRNA
RNU6-1177P	snRNA
LAMTOR5P1	processed_pseudogene
RN7SL180P	misc_RNA
MIR3116-2	miRNA
PIGPP2	processed_pseudogene
RPS15AP7	processed_pseudogene
L1TD1	protein_coding
RP5-1155K23.4	processed_pseudogene
Y_RNA	misc_RNA
KANK4	protein_coding
RNU6-371P	snRNA
USP1	protein_coding
DOCK7	protein_coding
RP11-293K19.1	processed_pseudogene
ANGPTL3	protein_coding
RP5-849H19.3	TEC
RP5-849H19.2	processed_pseudogene
RP11-230B22.1	antisense
ATG4C	protein_coding
RP4-771M4.3	lincRNA
RP4-771M4.2	processed_pseudogene
RP11-5P4.1	lincRNA
RP11-5P4.2	lincRNA
RP11-5P4.3	lincRNA
RP11-335E6.2	lincRNA
LINC00466	processed_transcript
RNA5SP49	rRNA
RP11-335E6.3	lincRNA
RPSAP65	processed_pseudogene
FOXD3-AS1	antisense
FOXD3	protein_coding
MIR6068	miRNA
Y_RNA	misc_RNA
RP4-792G4.3	processed_pseudogene
ALG6	protein_coding
ITGB3BP	protein_coding
EFCAB7	protein_coding
RN7SL488P	misc_RNA
RNU7-123P	snRNA
DLEU2L	sense_intronic
DLEU2_6	misc_RNA
DLEU2_5	misc_RNA
DLEU2_4	misc_RNA
DLEU2_3	misc_RNA
DLEU2_2	misc_RNA
DLEU2_1	misc_RNA
PGM1	protein_coding
RN7SL130P	misc_RNA
ROR1	protein_coding
RP4-597J3.1	processed_pseudogene
CFL1P3	processed_pseudogene
RNU6-809P	snRNA
Y_RNA	misc_RNA
ROR1-AS1	antisense
UBE2U	protein_coding
RNU7-62P	snRNA
CACHD1	protein_coding
MIR4794	miRNA
RAVER2	protein_coding
JAK1	protein_coding
RP11-182I10.1	processed_pseudogene
RP11-182I10.2	processed_pseudogene
LINC01359	processed_transcript
SLC2A3P2	processed_pseudogene
RP4-535B20.4	lincRNA
RNU6-1176P	snRNA
MIR3671	miRNA
MIR101-1	miRNA
RP4-535B20.1	lincRNA
RP4-535B20.2	processed_pseudogene
MRPS21P1	processed_pseudogene
AK4	protein_coding
RP4-700A9.1	processed_pseudogene
DNAJC6	protein_coding
RP5-1044H5.1	antisense
COX6CP13	processed_pseudogene
RNU2-15P	snRNA
LEPROT	protein_coding
LEPR	protein_coding
RP4-630A11.3	sense_intronic
RP11-430H12.2	processed_pseudogene
RN7SL854P	misc_RNA
PDE4B	protein_coding
RP11-397C12.1	antisense
RNU4-88P	snRNA
SGIP1	protein_coding
AL139147.1	miRNA
RP4-598P13.1	antisense
AL354978.1	miRNA
TCTEX1D1	protein_coding
INSL5	protein_coding
WDR78	protein_coding
RP11-342H21.2	antisense
MIER1	protein_coding
SLC35D1	protein_coding
C1orf141	protein_coding
SNORA31	snoRNA
RP4-547N15.3	sense_intronic
IL23R	protein_coding
RNU6-586P	snRNA
AL109843.1	miRNA
RNU4ATAC4P	snRNA
RP11-131O15.2	processed_pseudogene
IL12RB2	protein_coding
SERBP1	protein_coding
RNU6-387P	snRNA
RP11-393N21.2	lincRNA
RNU6-1031P	snRNA
RP11-393N21.1	processed_pseudogene
RN7SL392P	misc_RNA
HNRNPCP9	processed_pseudogene
GADD45A	protein_coding
GNG12	protein_coding
RNU7-80P	snRNA
GNG12-AS1	antisense
RP4-609E1.2	processed_pseudogene
DIRAS3	protein_coding
ARL5AP3	processed_pseudogene
AL157407.1	miRNA
WLS	protein_coding
CTBP2P8	processed_pseudogene
MIR1262	miRNA
RPS7P4	processed_pseudogene
COX6B1P7	processed_pseudogene
TCEB1P18	processed_pseudogene
RP5-1033K19.2	processed_pseudogene
RPE65	protein_coding
DEPDC1	protein_coding
RP4-694A7.2	antisense
DEPDC1-AS1	antisense
TXNP2	processed_pseudogene
RP11-424D14.1	lincRNA
RP11-74K19.1	lincRNA
RP3-380B4.1	lincRNA
LRRC7	protein_coding
SGOL1P1	processed_pseudogene
RN7SL538P	misc_RNA
PIN1P1	transcribed_processed_pseudogene
RP11-181B18.1	antisense
LRRC40	protein_coding
RN7SL242P	misc_RNA
SRSF11	protein_coding
RP4-677H15.4	antisense
ANKRD13C	protein_coding
HHLA3	protein_coding
RP11-180O5.2	antisense
AL158839.1	protein_coding
CTH	protein_coding
Metazoa_SRP	misc_RNA
RP11-42O15.3	lincRNA
RP11-42O15.2	processed_pseudogene
CASP3P1	processed_pseudogene
RP5-952N6.1	lincRNA
RP11-99H8.1	lincRNA
PTGER3	protein_coding
RP3-333A15.1	antisense
RP3-333A15.2	sense_intronic
ZRANB2-AS1	antisense
ZRANB2	protein_coding
MIR186	miRNA
ZRANB2-AS2	processed_transcript
AL360297.1	miRNA
RP11-115M14.1	processed_pseudogene
NEGR1	protein_coding
RP11-82L20.1	antisense
RP11-175G14.2	processed_pseudogene
